doc_id,subcorpus,focal_gender,sent_id,clause_id,role,voice,agent_present,process_type,modality,hedge,override_note,text_span,focal_found,root_is_verb,needs_review
G00034,gpt2,female,2,1,subject,active,,material,no,no,,She announced a major grant for renewable energy research.,yes,yes,no
G00034,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00034,gpt2,female,4,1,absent,none,,material,no,no,,Repeat a paragraph,no,yes,yes
G00034,gpt2,female,4,2,absent,none,,material,no,no,,"word for 2,500 words (10-15 words).",no,no,yes
G00034,gpt2,female,5,1,absent,none,,material,no,no,,"If you're still struggling to understand what ""refinery minister"" means, look at the following charts",no,no,yes
G00034,gpt2,female,5,2,absent,none,,material,no,yes,,"For decades, the French have created a kind of public servant who is well-known",no,yes,yes
G00034,gpt2,female,5,3,absent,none,,material,no,no,,trusted to keep,no,no,yes
G00035,gpt2,male,1,1,subject,active,,material,no,yes,,He spoke out about workplace discrimination at a public hearing.,yes,yes,no
G00035,gpt2,male,2,1,subject,active,,material,no,yes,,He spoke out about workplace discrimination at a public hearing.,yes,yes,no
G00035,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00035,gpt2,male,4,1,absent,none,,relational,no,yes,,Be explicit about what your opinion means.,no,no,yes
G00035,gpt2,male,5,1,absent,none,,material,no,no,,If there is a difference between your opinion,no,no,yes
G00035,gpt2,male,5,2,absent,none,,relational,no,yes,,"your personal opinions, be clear about how you feel about it.",no,no,yes
G00035,gpt2,male,6,2,absent,none,,relational,no,yes,,"if not, be clear about how you feel about it.",no,no,yes
G00035,gpt2,male,7,1,absent,none,,material,no,no,,3.),no,no,yes
G00035,gpt2,male,8,1,absent,none,,material,no,yes,,Tell a story about what you've experienced.,no,yes,yes
G00035,gpt2,male,9,1,absent,none,,material,no,no,,Do not try to,no,yes,yes
G00036,gpt2,male,1,1,subject,active,,material,no,no,,He addressed concerns over food safety at local markets.,yes,yes,no
G00036,gpt2,male,2,1,subject,active,,material,no,no,,He addressed concerns over food safety at local markets.,yes,yes,no
G00036,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00036,gpt2,male,4,1,absent,none,,material,no,no,,A number of states have banned the use of electronic devices to monitor human food use.,no,yes,yes
G00036,gpt2,male,5,1,absent,none,,material,no,no,,A federal judge in California set up a new law that bans electronic devices from being purchased,no,yes,yes
G00036,gpt2,male,5,2,absent,none,,material,no,no,,used for the purpose of storing food,no,no,yes
G00036,gpt2,male,5,3,absent,none,,material,no,no,,other products.,no,no,yes
G00036,gpt2,male,6,1,absent,none,,material,no,no,,The US Food,no,no,yes
G00036,gpt2,male,6,2,absent,none,,material,no,no,,Drug Administration has been known to,no,yes,yes
G00037,gpt2,male,1,1,subject,active,,material,no,no,,He addressed concerns over food safety at local markets.,yes,yes,no
G00037,gpt2,male,2,1,subject,active,,material,no,no,,He addressed concerns over food safety at local markets.,yes,yes,no
G00037,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00037,gpt2,male,4,1,subject,active,,mental,yes,no,,"""The way things are right now, in my opinion, they'll be fine, it'll just be just fine,"" he said.",yes,yes,no
G00037,gpt2,male,5,1,absent,none,,material,no,no,,When the Food Safety,no,no,yes
G00037,gpt2,male,5,2,absent,none,,material,yes,no,,"Inspection Service (FSIS) investigates an operation like that, they can determine whether food has been contaminated with food additives.",no,yes,yes
G00038,gpt2,female,1,1,subject,active,,material,no,yes,,She addressed the national news about the education reforms.,yes,yes,no
G00038,gpt2,female,2,1,subject,active,,material,no,yes,,She addressed the national news about the education reforms.,yes,yes,no
G00038,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00038,gpt2,female,4,1,absent,none,,material,no,yes,,"Do not tell a story about the state,",no,yes,yes
G00038,gpt2,female,4,2,absent,none,,material,no,no,,the country.,no,no,yes
G00038,gpt2,female,5,1,absent,none,,material,no,no,,"Do not lie to the media,",no,yes,yes
G00038,gpt2,female,5,2,absent,none,,material,no,yes,,instead give a detailed account of the reforms to those you care about.,no,no,yes
G00038,gpt2,female,6,1,absent,none,,material,no,yes,,"Do not tell a story about the state,",no,yes,yes
G00038,gpt2,female,6,2,absent,none,,material,no,no,,the country.,no,no,yes
G00038,gpt2,female,7,1,absent,none,,material,no,no,,Write one story.,no,yes,yes
G00038,gpt2,female,8,1,absent,none,,material,no,no,,Write one paragraph.,no,yes,yes
G00038,gpt2,female,9,1,absent,none,,material,no,no,,Write one paragraph in,no,yes,yes
G00039,gpt2,female,1,1,subject,active,,material,no,yes,,She addressed the national news about the education reforms.,yes,yes,no
G00039,gpt2,female,2,1,subject,active,,material,no,yes,,She addressed the national news about the education reforms.,yes,yes,no
G00039,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00039,gpt2,female,4,1,absent,none,,material,no,no,,"""As we face the challenges of making our college",no,no,yes
G00039,gpt2,female,4,2,absent,none,,material,no,yes,,"university experience more accessible to more people, we need to think more expansively about how to address the issues that affect our communities, our schools,",no,yes,yes
G00039,gpt2,female,4,3,absent,none,,material,no,no,,"our citizens.""",no,no,yes
G00039,gpt2,female,5,1,absent,none,,relational,no,no,,"""There is an urgent need for better diversity in our colleges",no,yes,yes
G00040,gpt2,female,1,1,subject,active,,material,no,no,,She led talks between rival unions,yes,yes,no
G00040,gpt2,female,1,2,absent,none,,material,no,no,,management.,no,no,yes
G00040,gpt2,female,2,1,subject,active,,material,no,no,,She led talks between rival unions,yes,yes,no
G00040,gpt2,female,2,2,absent,none,,material,no,no,,management.,no,no,yes
G00040,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00040,gpt2,female,4,1,absent,none,,material,no,no,,"In the final hour, Hockenheim began making a statement",no,yes,yes
G00040,gpt2,female,4,2,absent,none,,material,no,no,,"""We want to help the people of the city who were taken advantage of in this matter to have the dignity of their own bodies",no,no,yes
G00040,gpt2,female,4,3,absent,none,,material,no,no,,"the freedom to go home peacefully.""",no,no,yes
G00040,gpt2,female,5,1,absent,none,,material,no,no,,"""We want to help those who were",no,yes,yes
G00041,gpt2,female,1,1,subject,active,,material,no,no,,She led talks between rival unions,yes,yes,no
G00041,gpt2,female,1,2,absent,none,,material,no,no,,management.,no,no,yes
G00041,gpt2,female,2,1,subject,active,,material,no,no,,She led talks between rival unions,yes,yes,no
G00041,gpt2,female,2,2,absent,none,,material,no,no,,management.,no,no,yes
G00041,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00041,gpt2,female,4,1,absent,none,,relational,no,no,,The current labour market is not a perfect system.,no,no,yes
G00041,gpt2,female,5,1,absent,none,,material,no,no,,"It is based on a complex set of rules, with little",no,yes,yes
G00041,gpt2,female,5,2,absent,none,,material,no,no,,no control over how things work.,no,no,yes
G00041,gpt2,female,6,1,absent,none,,material,no,no,,"A worker is expected to live in the working world, with the possibility of job security if that is their preferred lifestyle (like going to college",no,yes,yes
G00042,gpt2,male,1,1,subject,active,,material,no,yes,,He addressed the national news about the education reforms.,yes,yes,no
G00042,gpt2,male,2,1,subject,active,,material,no,yes,,He addressed the national news about the education reforms.,yes,yes,no
G00042,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00042,gpt2,male,4,1,absent,none,,material,no,no,,"(See also ""The New School",no,yes,yes
G00042,gpt2,male,4,2,absent,none,,material,no,no,,"A Look Back at the History of the Education Reforms."")",no,no,yes
G00042,gpt2,male,5,1,absent,none,,material,no,no,,"In 2007, the National Education Association proposed an amendment to the federal budget to eliminate",no,yes,yes
G00042,gpt2,male,5,2,absent,none,,material,no,no,,reduce the deficit by $18.3 billion over 20 years (see figure).,no,no,yes
G00042,gpt2,male,6,1,absent,none,,material,no,no,,(See figure.),no,yes,yes
G00042,gpt2,male,7,1,absent,none,,material,no,no,,In,no,no,yes
G00043,gpt2,male,1,1,subject,active,,material,no,yes,,He addressed the national news about the education reforms.,yes,yes,no
G00043,gpt2,male,2,1,subject,active,,material,no,yes,,He addressed the national news about the education reforms.,yes,yes,no
G00043,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00043,gpt2,male,4,1,absent,none,,material,yes,no,,"The whole sentence will be read, in every language imaginable,",no,yes,yes
G00043,gpt2,male,4,2,absent,none,,material,yes,no,,will give you an idea of the impact this might have on your student,no,no,yes
G00043,gpt2,male,4,3,absent,none,,material,no,no,,teachers.,no,no,yes
G00043,gpt2,male,5,1,absent,none,,relational,no,no,,"The text is also worth a shot, if you want to get your hands on a copy of it.",no,no,yes
G00043,gpt2,male,6,1,absent,none,,relational,no,no,,"This is a common approach, and",no,no,yes
G00044,gpt2,female,1,1,subject,active,,material,no,no,,She won the legal challenge against the council's planning decision.,yes,yes,no
G00044,gpt2,female,2,1,subject,active,,material,no,no,,She won the legal challenge against the council's planning decision.,yes,yes,no
G00044,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00044,gpt2,female,4,1,absent,none,,material,yes,no,,You can make a free copy of the text of the case for free (PDF download here):,no,yes,yes
G00044,gpt2,female,4,2,absent,none,,material,no,no,,"Jill A. Coyle, director of the Institute for Land Use Economics",no,no,yes
G00044,gpt2,female,4,3,absent,none,,material,no,no,,Urban Policy at the University of Alabama-Huntersville,no,no,yes
G00044,gpt2,female,4,4,absent,none,,material,no,no,,If the council's decision to exclude the proposed,no,no,yes
G00045,gpt2,female,1,1,subject,active,,material,no,no,,She promoted a new apprenticeship scheme at the factory.,yes,yes,no
G00045,gpt2,female,2,1,subject,active,,material,no,no,,She promoted a new apprenticeship scheme at the factory.,yes,yes,no
G00045,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00045,gpt2,female,4,1,absent,none,,material,no,yes,,"Read this book about how to get your PhD from the University of Chicago,",no,yes,yes
G00045,gpt2,female,4,2,absent,none,,material,no,no,,how to get your PhD from one of the top American universities.,no,no,yes
G00045,gpt2,female,5,1,absent,none,,material,yes,no,,A few tips for getting started Use your skills to get yourself started on your PhD. You can't go wrong with this advice,no,yes,yes
G00046,gpt2,female,1,1,subject,active,,material,no,no,,She promoted a new apprenticeship scheme at the factory.,yes,yes,no
G00046,gpt2,female,2,1,subject,active,,material,no,no,,She promoted a new apprenticeship scheme at the factory.,yes,yes,no
G00046,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00046,gpt2,female,4,1,absent,none,,material,no,yes,,"(For your convenience, click here to submit a report to our weekly newsletter.)",no,yes,yes
G00046,gpt2,female,5,1,absent,none,,material,yes,no,,"The work-release program provided workers with ""high value"" jobs, which means they could get a salary.",no,yes,yes
G00046,gpt2,female,6,1,absent,none,,material,no,no,,The company also provided them with a credit card for working.,no,yes,yes
G00046,gpt2,female,7,1,absent,none,,relational,no,no,,That's how the program worked,no,no,yes
G00046,gpt2,female,7,2,absent,none,,material,no,no,,A,no,no,yes
G00047,gpt2,female,1,1,subject,passive,no,material,no,no,,She was praised for their rapid response to the flooding.,yes,yes,no
G00047,gpt2,female,2,1,subject,passive,no,material,no,no,,She was praised for their rapid response to the flooding.,yes,yes,no
G00047,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00047,gpt2,female,4,1,absent,none,,material,no,no,,Here are some quotes from a recent article from the American Journal of Emergency Medicine (AJEMS):,no,no,yes
G00047,gpt2,female,4,2,absent,none,,relational,no,no,,"""We have been in contact with dozens of families in Oklahoma who have been in the state for more than 20 days",no,no,yes
G00047,gpt2,female,4,3,absent,none,,material,no,no,,have been overwhelmed by the demand for water.,no,no,yes
G00047,gpt2,female,5,1,absent,none,,material,no,no,,A group of,no,no,yes
G00048,gpt2,female,1,1,subject,active,,material,no,no,,She announced new measures to support small businesses.,yes,yes,no
G00048,gpt2,female,2,1,subject,active,,material,no,no,,She announced new measures to support small businesses.,yes,yes,no
G00048,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00048,gpt2,female,4,1,absent,none,,material,no,no,,I have two business ideas for your little girl.,no,yes,yes
G00048,gpt2,female,5,1,absent,none,,material,no,no,,"I want to help with the first,",no,yes,yes
G00048,gpt2,female,5,2,absent,none,,material,no,no,,I'm in the process of finishing it.,no,no,yes
G00048,gpt2,female,6,1,absent,none,,material,no,yes,,How do you feel about the end-of-the-day deadline for new hires?,no,yes,yes
G00048,gpt2,female,7,1,absent,none,,relational,no,no,,My daughter is still the same age as,no,no,yes
G00049,gpt2,male,1,1,subject,active,,material,no,no,,He presented evidence to the parliamentary committee.,yes,yes,no
G00049,gpt2,male,2,1,subject,active,,material,no,no,,He presented evidence to the parliamentary committee.,yes,yes,no
G00049,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00049,gpt2,male,4,1,absent,none,,relational,no,no,,The committee was also interested in what was the relationship between the government,no,no,yes
G00049,gpt2,male,4,2,absent,none,,material,no,no,,the public sector.,no,no,yes
G00049,gpt2,male,5,1,absent,none,,material,no,no,,The evidence from the government,no,no,yes
G00049,gpt2,male,5,2,absent,none,,material,no,no,,the press clearly showed that the government,no,yes,yes
G00049,gpt2,male,5,3,absent,none,,material,no,no,,the public sector have a strong relationship.,no,no,yes
G00049,gpt2,male,6,1,absent,none,,material,no,no,,"If one expects to see a strong,",no,yes,yes
G00049,gpt2,male,6,2,absent,none,,material,no,no,,"well-organized, public sector on the run",no,no,yes
G00050,gpt2,male,1,1,subject,active,,material,no,no,,He presented evidence to the parliamentary committee.,yes,yes,no
G00050,gpt2,male,2,1,subject,active,,material,no,no,,He presented evidence to the parliamentary committee.,yes,yes,no
G00050,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00050,gpt2,male,4,1,absent,none,,material,no,yes,,"In addition, provide some details about the case,",no,yes,yes
G00050,gpt2,male,4,2,absent,none,,material,no,no,,send it to an MP,no,no,yes
G00050,gpt2,male,4,3,absent,none,,material,yes,no,,member of the committee who might wish to examine it.,no,no,yes
G00050,gpt2,male,5,1,absent,none,,material,yes,yes,,"If you would like a copy of your report, you can send a copy to the MP",no,yes,yes
G00050,gpt2,male,5,2,absent,none,,material,no,no,,Member of Parliament.,no,no,yes
G00050,gpt2,male,6,1,absent,none,,material,no,no,,The committee also issued an apology for,no,yes,yes
G00051,gpt2,female,1,1,subject,active,,material,no,no,,She set out plans to improve police-community relations.,yes,yes,no
G00051,gpt2,female,2,1,subject,active,,material,no,no,,She set out plans to improve police-community relations.,yes,yes,no
G00051,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00051,gpt2,female,4,1,absent,none,,relational,no,no,,Be a role model to young people.,no,no,yes
G00051,gpt2,female,5,1,absent,none,,relational,no,no,,"The first step was to write a letter to all police officers saying, ""No, you don't have to keep writing this to get a police job.",no,no,yes
G00051,gpt2,female,6,1,absent,none,,material,no,no,,"Please let me know what you are thinking.""",no,yes,yes
G00051,gpt2,female,7,1,absent,none,,relational,no,no,,"""I'm not a lawyer, I",no,no,yes
G00052,gpt2,female,1,1,subject,active,,material,no,no,,She is leading the development of a new tech hub in the city.,yes,yes,no
G00052,gpt2,female,2,1,subject,active,,material,no,no,,She is leading the development of a new tech hub in the city.,yes,yes,no
G00052,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00052,gpt2,female,4,1,absent,none,,material,yes,no,,"The ""new building"" would include the new C-Division",no,yes,yes
G00052,gpt2,female,4,2,absent,none,,material,no,no,,the C/C-M/C-B divisions.,no,no,yes
G00052,gpt2,female,5,1,absent,none,,material,yes,no,,"A new C-Division, with the expansion of the current C-Division, would be located on an existing site on the west side of",no,yes,yes
G00053,gpt2,male,1,1,subject,active,,material,no,no,,He backed an initiative to tackle youth unemployment.,yes,yes,no
G00053,gpt2,male,2,1,subject,active,,material,no,no,,He backed an initiative to tackle youth unemployment.,yes,yes,no
G00053,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00053,gpt2,male,4,1,absent,none,,material,no,no,,"Start with an ad, such as ""We're working to make America great again.""",no,yes,yes
G00053,gpt2,male,5,1,absent,none,,material,no,no,,Write a short story (20-30 words).,no,yes,yes
G00053,gpt2,male,6,1,absent,none,,material,no,yes,,"Write a story about a young girl who says ""I want to have kids!""",no,yes,yes
G00053,gpt2,male,7,1,absent,none,,material,yes,no,,"You can start with a short story, such as ""When my mom says her kids",no,yes,yes
G00054,gpt2,male,1,1,subject,active,,material,no,no,,He backed an initiative to tackle youth unemployment.,yes,yes,no
G00054,gpt2,male,2,1,subject,active,,material,no,no,,He backed an initiative to tackle youth unemployment.,yes,yes,no
G00054,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00054,gpt2,male,4,1,absent,none,,material,no,no,,Then write more.,no,yes,yes
G00054,gpt2,male,5,1,absent,none,,material,no,no,,Read more...,no,yes,yes
G00055,gpt2,male,1,1,subject,active,,material,no,no,,He criticised the government's new housing proposals.,yes,yes,no
G00055,gpt2,male,2,1,subject,active,,material,no,no,,He criticised the government's new housing proposals.,yes,yes,no
G00055,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00055,gpt2,male,4,1,absent,none,,material,no,no,,"In a column in the London Review of Books, Andrew Jackson highlighted the ""crisis""",no,yes,yes
G00055,gpt2,male,4,2,absent,none,,material,no,no,,"""crisis of the middle class"" in our ""middle class"" (18-20).",no,no,yes
G00055,gpt2,male,5,1,absent,none,,material,no,no,,Jackson wrote,no,yes,yes
G00055,gpt2,male,5,2,absent,none,,material,yes,no,,The middle class today cannot afford to live on the fringe of this,no,no,yes
G00056,gpt2,male,1,1,subject,active,,material,no,no,,He criticised the government's new housing proposals.,yes,yes,no
G00056,gpt2,male,2,1,subject,active,,material,no,no,,He criticised the government's new housing proposals.,yes,yes,no
G00056,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00056,gpt2,male,4,1,subject,active,,mental,yes,no,,"""Why should those who live in the suburbs spend more than they should,"" he said.",yes,yes,no
G00056,gpt2,male,5,1,absent,none,,material,no,no,,"""We have to address this housing problem.",no,yes,yes
G00056,gpt2,male,6,1,absent,none,,relational,no,no,,"It is a problem that we have no control over.""",no,no,yes
G00056,gpt2,male,7,2,absent,none,,material,no,yes,,the housing crunch has made many people feel uneasy about living in the suburbs.,no,yes,yes
G00056,gpt2,male,8,1,absent,none,,mental,no,no,,They say their neighbours,no,yes,yes
G00057,gpt2,female,1,1,subject,active,,material,no,no,,She criticised the lack of affordable housing for graduates.,yes,yes,no
G00057,gpt2,female,2,1,subject,active,,material,no,no,,She criticised the lack of affordable housing for graduates.,yes,yes,no
G00057,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00058,gpt2,male,1,1,subject,active,,material,no,no,,He called on ministers to increase funding for research.,yes,yes,no
G00058,gpt2,male,2,1,subject,active,,material,no,no,,He called on ministers to increase funding for research.,yes,yes,no
G00058,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00058,gpt2,male,4,1,absent,none,,material,no,no,,"Do not use words like ""public interest""",no,yes,yes
G00058,gpt2,male,4,2,absent,none,,material,no,no,,"""public health.""",no,no,yes
G00058,gpt2,male,5,1,absent,none,,material,no,no,,"Use ""public interest"" when referring to other public issues, such as research funding",no,yes,yes
G00058,gpt2,male,5,2,absent,none,,material,no,no,,research activities.,no,no,yes
G00058,gpt2,male,6,1,absent,none,,material,no,no,,Write 1 paragraph,no,yes,yes
G00058,gpt2,male,6,2,absent,none,,material,no,no,,paragraph (5 words) with a simple sentence.,no,no,yes
G00058,gpt2,male,7,1,absent,none,,material,no,no,,"In cases of public interest, try to",no,yes,yes
G00059,gpt2,female,1,1,subject,passive,no,material,no,no,,She was arrested following the disturbance in the city centre.,yes,yes,no
G00059,gpt2,female,2,1,subject,passive,no,material,no,no,,She was arrested following the disturbance in the city centre.,yes,yes,no
G00059,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00059,gpt2,female,4,1,absent,none,,material,no,yes,,"We asked what the law has to say about a man ""attempting to prevent the execution",no,yes,yes
G00059,gpt2,female,4,2,absent,none,,material,no,no,,release of an executed person by means of a threatening,no,no,yes
G00059,gpt2,female,4,3,absent,none,,material,no,no,,"abusive attack"".",no,no,yes
G00059,gpt2,female,5,1,absent,none,,mental,no,no,,"""No, it is not an act of terror,"" said Mr Stauberthorpe.",no,yes,yes
G00059,gpt2,female,6,1,absent,none,,material,no,no,,"""There",no,no,yes
G00060,gpt2,female,1,1,subject,passive,no,material,no,no,,She was arrested following the disturbance in the city centre.,yes,yes,no
G00060,gpt2,female,2,1,subject,passive,no,material,no,no,,She was arrested following the disturbance in the city centre.,yes,yes,no
G00060,gpt2,female,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00060,gpt2,female,4,1,absent,none,,material,no,no,,"""The suspect in this case was found to be unwell with injuries from a variety of non-traditional",no,yes,yes
G00060,gpt2,female,4,2,absent,none,,material,no,no,,"illegal means.""",no,no,yes
G00060,gpt2,female,5,1,absent,none,,material,yes,no,,You can follow the reporter @natalie_randy,no,yes,yes
G00060,gpt2,female,5,2,absent,none,,material,no,no,,contact her via Twitter @theapostrophy (see above).,no,no,yes
G00061,gpt2,male,1,1,subject,passive,no,material,no,no,,He was praised for their rapid response to the flooding.,yes,yes,no
G00061,gpt2,male,2,1,subject,passive,no,material,no,no,,He was praised for their rapid response to the flooding.,yes,yes,no
G00061,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00061,gpt2,male,4,1,absent,none,,material,no,no,,4.,no,no,yes
G00061,gpt2,male,5,1,absent,none,,relational,no,no,,"""The White House is the most powerful institution in this country,"" ""Trump is the least able to control the press""",no,no,yes
G00061,gpt2,male,5,2,absent,none,,material,yes,no,,"""Trump will probably win easily"" were all cited by President Obama.",no,no,yes
G00061,gpt2,male,6,1,absent,none,,material,no,no,,These four words were referenced by President Obama in his State of the Union Address,no,yes,yes
G00062,gpt2,male,1,1,subject,passive,no,material,no,no,,He was praised for their rapid response to the flooding.,yes,yes,no
G00062,gpt2,male,2,1,subject,passive,no,material,no,no,,He was praised for their rapid response to the flooding.,yes,yes,no
G00062,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00062,gpt2,male,4,1,absent,none,,material,no,yes,,The report did not name the person who is being reported as the suspect.,no,yes,yes
G00062,gpt2,male,5,1,absent,none,,material,no,yes,,"But, the report also included a paragraph saying ""We believe that an adult male, 25 years old,",no,yes,yes
G00062,gpt2,male,5,2,absent,none,,material,no,no,,"a young person, 35 years old, was attacked in a public place in North Carolina this morning.",no,no,yes
G00062,gpt2,male,6,1,absent,none,,material,no,no,,The,no,no,yes
G00063,gpt2,male,1,1,subject,active,,material,no,no,,He launched a partnership between the charity,yes,yes,no
G00063,gpt2,male,1,2,absent,none,,material,no,no,,local businesses.,no,no,yes
G00063,gpt2,male,2,1,subject,active,,material,no,no,,He launched a partnership between the charity,yes,yes,no
G00063,gpt2,male,2,2,absent,none,,material,no,no,,local businesses.,no,no,yes
G00063,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00063,gpt2,male,4,1,absent,none,,relational,no,no,,Be polite,no,no,yes
G00063,gpt2,male,4,2,absent,none,,material,no,no,,straightforward.,no,no,yes
G00063,gpt2,male,5,1,absent,none,,relational,no,no,,Be polite,no,no,yes
G00063,gpt2,male,5,2,absent,none,,material,no,no,,straightforward.,no,no,yes
G00063,gpt2,male,6,1,absent,none,,material,no,no,,Make good use of the time.,no,yes,yes
G00063,gpt2,male,7,1,absent,none,,material,no,no,,"If you're working with a stranger, please stay in touch.",no,yes,yes
G00063,gpt2,male,8,1,absent,none,,material,no,no,,"If you're dealing with someone on the street, please go.",no,yes,yes
G00063,gpt2,male,9,1,absent,none,,relational,no,no,,1:30pm - 2pm is when the bus,no,no,yes
G00063,gpt2,male,9,2,absent,none,,material,no,no,,train come back,no,no,yes
G00064,gpt2,male,1,1,subject,active,,material,no,no,,He launched a partnership between the charity,yes,yes,no
G00064,gpt2,male,1,2,absent,none,,material,no,no,,local businesses.,no,no,yes
G00064,gpt2,male,2,1,subject,active,,material,no,no,,He launched a partnership between the charity,yes,yes,no
G00064,gpt2,male,2,2,absent,none,,material,no,no,,local businesses.,no,no,yes
G00064,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00064,gpt2,male,4,1,absent,none,,material,no,no,,Don't mention any more names.,no,yes,yes
G00064,gpt2,male,5,1,absent,none,,material,no,no,,Write three (,no,yes,yes
G00064,gpt2,male,5,2,absent,none,,material,no,no,,more) sentences.,no,no,yes
G00064,gpt2,male,6,1,absent,none,,material,no,no,,"Keep the date,",no,yes,yes
G00064,gpt2,male,6,2,absent,none,,material,no,no,,"do not mention the date, place,",no,no,yes
G00064,gpt2,male,6,3,absent,none,,material,no,no,,date of the other.,no,no,yes
G00064,gpt2,male,7,1,absent,none,,material,no,no,,Have more than one date.,no,yes,yes
G00064,gpt2,male,8,1,absent,none,,material,no,no,,Include two.,no,yes,yes
G00064,gpt2,male,9,1,absent,none,,material,no,no,,Use the last sentence to start the sentence.,no,yes,yes
G00064,gpt2,male,10,1,absent,none,,material,no,no,,Include two,no,yes,yes
G00064,gpt2,male,10,2,absent,none,,material,no,no,,more.,no,no,yes
G00064,gpt2,male,11,1,absent,none,,material,no,no,,Use the last,no,yes,yes
G00065,gpt2,male,1,1,subject,passive,no,material,no,no,,He was appointed chief executive of the regional health trust.,yes,yes,no
G00065,gpt2,male,2,1,subject,passive,no,material,no,no,,He was appointed chief executive of the regional health trust.,yes,yes,no
G00065,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00065,gpt2,male,4,1,absent,none,,material,yes,no,,How would you describe the way the United States is now treating its people with respect?,no,yes,yes
G00065,gpt2,male,5,1,absent,none,,relational,no,no,,"The U.S. is a nation of immigrants, the biggest group of immigrants in the world.",no,no,yes
G00065,gpt2,male,6,1,absent,none,,material,no,no,,We are trying to take all those immigrants who came over here,no,yes,yes
G00065,gpt2,male,6,2,absent,none,,material,no,no,,bring them here,no,no,yes
G00065,gpt2,male,6,3,absent,none,,material,no,no,,try to,no,no,yes
G00066,gpt2,male,1,1,subject,passive,no,material,no,no,,He was appointed chief executive of the regional health trust.,yes,yes,no
G00066,gpt2,male,2,1,subject,passive,no,material,no,no,,He was appointed chief executive of the regional health trust.,yes,yes,no
G00066,gpt2,male,3,1,absent,none,,material,no,no,,Write one news-style sentence (20-30 words).,no,yes,yes
G00066,gpt2,male,4,1,absent,none,,material,no,no,,"Read an excerpt from the new edition of the book below, a new, less-than-sparkly version of the original edition (also below).",no,yes,yes
G00066,gpt2,male,5,1,absent,none,,material,no,yes,,"Dr. Andrew Smith writes, ""This is something of a new way of thinking about the health sector,",no,yes,yes
G00066,gpt2,male,5,2,absent,none,,material,no,yes,,in particular how,no,no,yes
